id_venta,fecha,id_cliente,cliente,email,ciudad,alta,id_producto,producto,categoria,cantidad,precio_unitario,importe,importe_std,medio_pago_efectivo,medio_pago_qr,medio_pago_tarjeta,medio_pago_transferencia,precio
14,18-04-2024,67,Ivana Romero,ivana.romero@mail.com,Alta Gracia,08-03-2023,72,Ron 700ml,Limpieza,5,3876.0,19380.0,2.2157146432177792,False,True,False,False,3876.0
14,18-04-2024,67,Ivana Romero,ivana.romero@mail.com,Alta Gracia,08-03-2023,38,Mermelada de Frutilla 400g,Limpieza,3,1584.0,4752.0,-0.5664049105722858,False,True,False,False,1584.0
14,18-04-2024,67,Ivana Romero,ivana.romero@mail.com,Alta Gracia,08-03-2023,97,Limpiavidrios 500ml,Alimentos,1,872.0,872.0,-1.3043474774785924,False,True,False,False,872.0
15,27-06-2024,56,Bruno Diaz,bruno.diaz@mail.com,Rio Cuarto,25-02-2023,37,Mermelada de Durazno 400g,Alimentos,3,3196.0,9588.0,0.35336061869547153,False,False,False,True,3196.0
16,12-04-2024,2,Nicolas Rojas,nicolas.rojas@mail.com,Carlos Paz,02-01-2023,35,Barrita de Cereal 30g,Alimentos,5,4430.0,22150.0,2.7425447747462504,True,False,False,False,4430.0
17,17-02-2024,88,Felipe Castro,felipe.castro@mail.com,Villa Maria,29-03-2023,81,Aceitunas Verdes 200g,Alimentos,5,2520.0,12600.0,0.9262170649639755,True,False,False,False,2520.0
17,17-02-2024,88,Felipe Castro,felipe.castro@mail.com,Villa Maria,29-03-2023,46,Lentejas Secas 500g,Limpieza,5,3036.0,15180.0,1.4169108336800247,True,False,False,False,3036.0
17,17-02-2024,88,Felipe Castro,felipe.castro@mail.com,Villa Maria,29-03-2023,74,Whisky 750ml,Limpieza,3,2953.0,8859.0,0.21471110032570412,True,False,False,False,2953.0
18,11-06-2024,81,Camila Ruiz,camila.ruiz@mail.com,Carlos Paz,22-03-2023,33,Chocolate con Leche 100g,Alimentos,2,1255.0,2510.0,-0.9928139917588681,False,True,False,False,1255.0
18,11-06-2024,81,Camila Ruiz,camila.ruiz@mail.com,Carlos Paz,22-03-2023,4,Fanta Naranja 1.5L,Limpieza,5,2033.0,10165.0,0.4631010468153011,False,True,False,False,2033.0
18,11-06-2024,81,Camila Ruiz,camila.ruiz@mail.com,Carlos Paz,22-03-2023,24,Galletitas Chocolate,Limpieza,2,1305.0,2610.0,-0.9737948534365406,False,True,False,False,1305.0
18,11-06-2024,81,Camila Ruiz,camila.ruiz@mail.com,Carlos Paz,22-03-2023,15,Leche Descremada 1L,Alimentos,3,2538.0,7614.0,-0.02207717178727311,False,True,False,False,2538.0
18,11-06-2024,81,Camila Ruiz,camila.ruiz@mail.com,Carlos Paz,22-03-2023,22,Medialunas de Manteca,Limpieza,5,2069.0,10345.0,0.4973354957954906,False,True,False,False,2069.0
19,11-06-2024,80,Gael Ruiz,gael.ruiz@mail.com,Mendiolaza,21-03-2023,38,Mermelada de Frutilla 400g,Limpieza,2,1584.0,3168.0,-0.8676680615979532,True,False,False,False,1584.0
19,11-06-2024,80,Gael Ruiz,gael.ruiz@mail.com,Mendiolaza,21-03-2023,98,Desengrasante 500ml,Limpieza,3,2843.0,8529.0,0.1519479438620234,True,False,False,False,2843.0
19,11-06-2024,80,Gael Ruiz,gael.ruiz@mail.com,Mendiolaza,21-03-2023,63,Granola 250g,Alimentos,3,4337.0,13011.0,1.0043857234687414,True,False,False,False,4337.0
20,13-01-2024,75,Santiago Castro,santiago.castro@mail.com,Rio Cuarto,16-03-2023,32,Chocolate Amargo 100g,Limpieza,3,2234.0,6702.0,-0.1955317132868998,False,False,True,False,2234.0
21,19-06-2024,10,Karina Acosta,karina.acosta@mail.com,Cordoba,10-01-2023,76,Pizza Congelada Muzzarella,Limpieza,5,4286.0,21430.0,2.6056069788254925,False,False,False,True,4286.0
21,19-06-2024,10,Karina Acosta,karina.acosta@mail.com,Cordoba,10-01-2023,35,Barrita de Cereal 30g,Alimentos,1,4430.0,4430.0,-0.6276465359701804,False,False,False,True,4430.0
22,08-05-2024,64,Julian Alvarez,julian.alvarez@mail.com,Villa Maria,05-03-2023,9,Yerba Mate Suave 1kg,Alimentos,2,3878.0,7756.0,0.00493000463043192,False,False,False,True,3878.0
22,08-05-2024,64,Julian Alvarez,julian.alvarez@mail.com,Villa Maria,05-03-2023,28,Papas Fritas Clásicas 100g,Limpieza,3,936.0,2808.0,-0.9361369595583322,False,False,False,True,936.0
22,08-05-2024,64,Julian Alvarez,julian.alvarez@mail.com,Villa Maria,05-03-2023,24,Galletitas Chocolate,Limpieza,4,1305.0,5220.0,-0.4773953432237932,False,False,False,True,1305.0
23,16-05-2024,78,Emilia Alvarez,emilia.alvarez@mail.com,Villa Maria,19-03-2023,64,Avena Instantánea 250g,Limpieza,4,3953.0,15812.0,1.5371117878771343,False,False,False,True,3953.0
23,16-05-2024,78,Emilia Alvarez,emilia.alvarez@mail.com,Villa Maria,19-03-2023,83,Queso Untable 190g,Alimentos,4,1830.0,7320.0,-0.07799343845491592,False,False,False,True,1830.0
24,14-06-2024,55,Olivia Ruiz,olivia.ruiz@mail.com,Mendiolaza,24-02-2023,91,Desodorante Aerosol,Alimentos,2,4690.0,9380.0,0.3138008109850303,False,False,True,False,4690.0
24,14-06-2024,55,Olivia Ruiz,olivia.ruiz@mail.com,Mendiolaza,24-02-2023,40,Helado Chocolate 1L,Limpieza,5,1215.0,6075.0,-0.31478171056789317,False,False,True,False,1215.0
25,30-04-2024,13,Ivana Sanchez,ivana.sanchez@mail.com,Carlos Paz,13-01-2023,55,Shampoo 400ml,Alimentos,1,1407.0,1407.0,-1.2025950874541402,False,False,False,True,1407.0
25,30-04-2024,13,Ivana Sanchez,ivana.sanchez@mail.com,Carlos Paz,13-01-2023,95,Mascarilla Capilar,Alimentos,5,1581.0,7905.0,0.03326852073069988,False,False,False,True,1581.0
25,30-04-2024,13,Ivana Sanchez,ivana.sanchez@mail.com,Carlos Paz,13-01-2023,72,Ron 700ml,Limpieza,1,3876.0,3876.0,-0.7330125622758746,False,False,False,True,3876.0
26,23-01-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,79,Hamburguesas Congeladas x4,Alimentos,2,2420.0,4840.0,-0.5496680688486376,True,False,False,False,2420.0
26,23-01-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,86,Jugo en Polvo Limón,Limpieza,1,4090.0,4090.0,-0.6923116062660938,True,False,False,False,4090.0
27,25-02-2024,9,Yamila Molina,yamila.molina@mail.com,Carlos Paz,09-01-2023,7,Jugo de Manzana 1L,Alimentos,4,3269.0,13076.0,1.0167481633782542,False,False,False,True,3269.0
27,25-02-2024,9,Yamila Molina,yamila.molina@mail.com,Carlos Paz,09-01-2023,78,Verduras Congeladas Mix,Limpieza,4,4289.0,17156.0,1.7927290069292159,False,False,False,True,4289.0
28,20-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,74,Whisky 750ml,Limpieza,1,2953.0,2953.0,-0.9085592089909573,False,True,False,False,2953.0
28,20-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,91,Desodorante Aerosol,Alimentos,2,4690.0,9380.0,0.3138008109850303,False,True,False,False,4690.0
28,20-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,72,Ron 700ml,Limpieza,1,3876.0,3876.0,-0.7330125622758746,False,True,False,False,3876.0
28,20-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,18,Queso Rallado 150g,Limpieza,2,3444.0,6888.0,-0.16015611600737067,False,True,False,False,3444.0
28,20-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,27,Alfajor Simple,Alimentos,5,2502.0,12510.0,0.9090998404738807,False,True,False,False,2502.0
29,20-02-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,58,Caramelos Masticables,Limpieza,1,4752.0,4752.0,-0.5664049105722858,False,True,False,False,4752.0
29,20-02-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,36,Dulce de Leche 400g,Limpieza,2,2559.0,5118.0,-0.4967948643125672,False,True,False,False,2559.0
29,20-02-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,71,Vodka 700ml,Alimentos,4,508.0,2032.0,-1.0837254729395935,False,True,False,False,508.0
29,20-02-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,27,Alfajor Simple,Alimentos,2,2502.0,5004.0,-0.5184766820000205,False,True,False,False,2502.0
29,20-02-2024,49,Olivia Gomez,olivia.gomez@mail.com,Rio Cuarto,18-02-2023,66,Cerveza Negra 1L,Limpieza,1,1533.0,1533.0,-1.1786309731680076,False,True,False,False,1533.0
30,03-03-2024,93,Gael Rojas,gael.rojas@mail.com,Alta Gracia,03-04-2023,49,Harina de Trigo 1kg,Alimentos,4,2512.0,10048.0,0.44084865497817793,True,False,False,False,2512.0
30,03-03-2024,93,Gael Rojas,gael.rojas@mail.com,Alta Gracia,03-04-2023,78,Verduras Congeladas Mix,Limpieza,3,4289.0,12867.0,0.9769981642845899,True,False,False,False,4289.0
30,03-03-2024,93,Gael Rojas,gael.rojas@mail.com,Alta Gracia,03-04-2023,82,Aceitunas Negras 200g,Limpieza,4,2394.0,9576.0,0.3510783220967922,True,False,False,False,2394.0
30,03-03-2024,93,Gael Rojas,gael.rojas@mail.com,Alta Gracia,03-04-2023,7,Jugo de Manzana 1L,Alimentos,1,3269.0,3269.0,-0.8484587318924025,True,False,False,False,3269.0
31,22-05-2024,19,Uma Silva,uma.silva@mail.com,Mendiolaza,19-01-2023,92,Crema Dental 90g,Limpieza,4,2512.0,10048.0,0.44084865497817793,False,False,True,False,2512.0
31,22-05-2024,19,Uma Silva,uma.silva@mail.com,Mendiolaza,19-01-2023,90,Toallas Húmedas x50,Limpieza,3,2902.0,8706.0,0.18561181869254306,False,False,True,False,2902.0
31,22-05-2024,19,Uma Silva,uma.silva@mail.com,Mendiolaza,19-01-2023,84,Queso Azul 150g,Limpieza,5,1645.0,8225.0,0.09412976336214784,False,False,True,False,1645.0
32,30-01-2024,31,Felipe Ruiz,felipe.ruiz@mail.com,Villa Maria,31-01-2023,72,Ron 700ml,Limpieza,5,3876.0,19380.0,2.2157146432177792,True,False,False,False,3876.0
32,30-01-2024,31,Felipe Ruiz,felipe.ruiz@mail.com,Villa Maria,31-01-2023,53,Lavandina 1L,Alimentos,4,1664.0,6656.0,-0.20428051691517043,True,False,False,False,1664.0
32,30-01-2024,31,Felipe Ruiz,felipe.ruiz@mail.com,Villa Maria,31-01-2023,17,Queso Cremoso 500g,Alimentos,3,4834.0,14502.0,1.2879610758546443,True,False,False,False,4834.0
32,30-01-2024,31,Felipe Ruiz,felipe.ruiz@mail.com,Villa Maria,31-01-2023,35,Barrita de Cereal 30g,Alimentos,3,4430.0,13290.0,1.057449119388035,True,False,False,False,4430.0
33,13-02-2024,6,Uma Medina,uma.medina@mail.com,Villa Maria,06-01-2023,47,Garbanzos 500g,Alimentos,2,2939.0,5878.0,-0.3522494130628783,True,False,False,False,2939.0
33,13-02-2024,6,Uma Medina,uma.medina@mail.com,Villa Maria,06-01-2023,76,Pizza Congelada Muzzarella,Limpieza,4,4286.0,17144.0,1.7904467103305366,True,False,False,False,4286.0
33,13-02-2024,6,Uma Medina,uma.medina@mail.com,Villa Maria,06-01-2023,100,Trapo de Piso,Limpieza,1,4854.0,4854.0,-0.5470053894835117,True,False,False,False,4854.0
33,13-02-2024,6,Uma Medina,uma.medina@mail.com,Villa Maria,06-01-2023,91,Desodorante Aerosol,Alimentos,2,4690.0,9380.0,0.3138008109850303,True,False,False,False,4690.0
34,13-01-2024,58,Karina Acosta,karina.acosta2@mail.com,Rio Cuarto,27-02-2023,10,Yerba Mate Intensa 1kg,Limpieza,1,4883.0,4883.0,-0.5414898393700368,False,False,False,True,4883.0
34,13-01-2024,58,Karina Acosta,karina.acosta2@mail.com,Rio Cuarto,27-02-2023,32,Chocolate Amargo 100g,Limpieza,5,2234.0,11170.0,0.6542433869546923,False,False,False,True,2234.0
35,30-05-2024,61,Guadalupe Martinez,guadalupe.martinez@mail.com,Rio Cuarto,02-03-2023,93,Cepillo de Dientes,Alimentos,3,2142.0,6426.0,-0.24802453505652367,True,False,False,False,2142.0
35,30-05-2024,61,Guadalupe Martinez,guadalupe.martinez@mail.com,Rio Cuarto,02-03-2023,80,Helado de Frutilla 1L,Limpieza,2,1981.0,3962.0,-0.716656103318673,True,False,False,False,1981.0
35,30-05-2024,61,Guadalupe Martinez,guadalupe.martinez@mail.com,Rio Cuarto,02-03-2023,88,Caldo Concentrado Carne,Limpieza,5,2570.0,12850.0,0.9737649107697942,True,False,False,False,2570.0
36,25-06-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,50,Azúcar 1kg,Limpieza,4,727.0,2908.0,-0.9171178212360047,False,False,True,False,727.0
36,25-06-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,48,Porotos Negros 500g,Limpieza,2,4462.0,8924.0,0.22707354023521698,False,False,True,False,4462.0
37,17-05-2024,57,Julian Acosta,julian.acosta@mail.com,Rio Cuarto,26-02-2023,18,Queso Rallado 150g,Limpieza,3,3444.0,10332.0,0.494863007813588,False,True,False,False,3444.0
38,29-05-2024,56,Bruno Diaz,bruno.diaz@mail.com,Rio Cuarto,25-02-2023,62,Stevia 100 sobres,Limpieza,5,3848.0,19240.0,2.1890878495665205,False,False,True,False,3848.0
38,29-05-2024,56,Bruno Diaz,bruno.diaz@mail.com,Rio Cuarto,25-02-2023,14,Leche Entera 1L,Limpieza,3,1723.0,5169.0,-0.4870951037681802,False,False,True,False,1723.0
38,29-05-2024,56,Bruno Diaz,bruno.diaz@mail.com,Rio Cuarto,25-02-2023,65,Cerveza Rubia 1L,Alimentos,5,2423.0,12115.0,0.8339742441006871,False,False,True,False,2423.0
38,29-05-2024,56,Bruno Diaz,bruno.diaz@mail.com,Rio Cuarto,25-02-2023,5,Agua Mineral 500ml,Alimentos,3,4777.0,14331.0,1.2554383493234642,False,False,True,False,4777.0
39,05-03-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,44,Arroz Largo Fino 1kg,Limpieza,4,2979.0,11916.0,0.7961261588392554,True,False,False,False,2979.0
39,05-03-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,22,Medialunas de Manteca,Limpieza,2,2069.0,4138.0,-0.6831824198713766,True,False,False,False,2069.0
39,05-03-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,58,Caramelos Masticables,Limpieza,4,4752.0,19008.0,2.144963448658721,True,False,False,False,4752.0
39,05-03-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,81,Aceitunas Verdes 200g,Alimentos,4,2520.0,10080.0,0.44693477924132274,True,False,False,False,2520.0
40,13-05-2024,15,Tomas Ruiz,tomas.ruiz@mail.com,Cordoba,15-01-2023,44,Arroz Largo Fino 1kg,Limpieza,2,2979.0,5958.0,-0.3370341024050163,True,False,False,False,2979.0
41,08-03-2024,29,Diego Fernandez,diego.fernandez@mail.com,Alta Gracia,29-01-2023,51,Sal Fina 500g,Alimentos,1,1745.0,1745.0,-1.1383103999246733,False,False,True,False,1745.0
41,08-03-2024,29,Diego Fernandez,diego.fernandez@mail.com,Alta Gracia,29-01-2023,15,Leche Descremada 1L,Alimentos,1,2538.0,2538.0,-0.9874886330286164,False,False,True,False,2538.0
42,18-04-2024,12,Gael Gomez,gael.gomez@mail.com,Alta Gracia,12-01-2023,47,Garbanzos 500g,Alimentos,3,2939.0,8817.0,0.20672306223032658,False,False,True,False,2939.0
42,18-04-2024,12,Gael Gomez,gael.gomez@mail.com,Alta Gracia,12-01-2023,29,Papas Fritas Onduladas 100g,Alimentos,1,1868.0,1868.0,-1.1149168597882106,False,False,True,False,1868.0
42,18-04-2024,12,Gael Gomez,gael.gomez@mail.com,Alta Gracia,12-01-2023,73,Gin 700ml,Alimentos,3,1561.0,4683.0,-0.5795281160146918,False,False,True,False,1561.0
43,18-02-2024,23,Helena Fernandez,helena.fernandez@mail.com,Rio Cuarto,23-01-2023,1,Coca Cola 1.5L,Alimentos,5,2347.0,11735.0,0.7617015184758427,True,False,False,False,2347.0
43,18-02-2024,23,Helena Fernandez,helena.fernandez@mail.com,Rio Cuarto,23-01-2023,49,Harina de Trigo 1kg,Alimentos,2,2512.0,5024.0,-0.5146728543355551,True,False,False,False,2512.0
43,18-02-2024,23,Helena Fernandez,helena.fernandez@mail.com,Rio Cuarto,23-01-2023,66,Cerveza Negra 1L,Limpieza,2,1533.0,3066.0,-0.8870675826867273,True,False,False,False,1533.0
44,21-02-2024,21,Elena Rodriguez,elena.rodriguez@mail.com,Alta Gracia,21-01-2023,48,Porotos Negros 500g,Limpieza,1,4462.0,4462.0,-0.6215604117070356,True,False,False,False,4462.0
44,21-02-2024,21,Elena Rodriguez,elena.rodriguez@mail.com,Alta Gracia,21-01-2023,47,Garbanzos 500g,Alimentos,2,2939.0,5878.0,-0.3522494130628783,True,False,False,False,2939.0
44,21-02-2024,21,Elena Rodriguez,elena.rodriguez@mail.com,Alta Gracia,21-01-2023,100,Trapo de Piso,Limpieza,2,4854.0,9708.0,0.3761835846822645,True,False,False,False,4854.0
45,19-01-2024,15,Tomas Ruiz,tomas.ruiz@mail.com,Cordoba,15-01-2023,12,Té Negro 20 saquitos,Limpieza,2,570.0,1140.0,-1.2533761867747546,True,False,False,False,570.0
45,19-01-2024,15,Tomas Ruiz,tomas.ruiz@mail.com,Cordoba,15-01-2023,18,Queso Rallado 150g,Limpieza,2,3444.0,6888.0,-0.16015611600737067,True,False,False,False,3444.0
45,19-01-2024,15,Tomas Ruiz,tomas.ruiz@mail.com,Cordoba,15-01-2023,87,Sopa Instantánea Pollo,Alimentos,4,1679.0,6716.0,-0.19286903392177396,True,False,False,False,1679.0
45,19-01-2024,15,Tomas Ruiz,tomas.ruiz@mail.com,Cordoba,15-01-2023,98,Desengrasante 500ml,Limpieza,1,2843.0,2843.0,-0.9294802611455175,True,False,False,False,2843.0
45,19-01-2024,15,Tomas Ruiz,tomas.ruiz@mail.com,Cordoba,15-01-2023,52,Detergente Líquido 750ml,Limpieza,2,2582.0,5164.0,-0.48804606068429657,True,False,False,False,2582.0
46,25-03-2024,46,Agustina Martinez,agustina.martinez@mail.com,Alta Gracia,15-02-2023,21,Pan Lactal Integral,Alimentos,1,272.0,272.0,-1.4184623074125573,False,False,True,False,272.0
47,04-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,43,Salsa de Tomate 500g,Alimentos,5,887.0,4435.0,-0.6266955790540639,False,False,False,True,887.0
47,04-05-2024,52,Diego Diaz,diego.diaz@mail.com,Rio Cuarto,21-02-2023,6,Jugo de Naranja 1L,Limpieza,3,4170.0,12510.0,0.9090998404738807,False,False,False,True,4170.0
48,26-01-2024,84,Pablo Sanchez,pablo.sanchez@mail.com,Cordoba,25-03-2023,70,Fernet 750ml,Limpieza,1,4061.0,4061.0,-0.6978271563795687,False,True,False,False,4061.0
48,26-01-2024,84,Pablo Sanchez,pablo.sanchez@mail.com,Cordoba,25-03-2023,54,Jabón de Tocador,Limpieza,5,1592.0,7960.0,0.043729046807979996,False,True,False,False,1592.0
48,26-01-2024,84,Pablo Sanchez,pablo.sanchez@mail.com,Cordoba,25-03-2023,57,Servilletas x100,Alimentos,4,4520.0,18080.0,1.9684658450275219,False,True,False,False,4520.0
49,02-06-2024,5,Agustina Flores,agustina.flores@mail.com,Cordoba,05-01-2023,59,Chicle Menta,Alimentos,2,3612.0,7224.0,-0.09625181124435031,True,False,False,False,3612.0
